islem_id,zaman_damgasi,kullanici_id,tutar,alici_adi,kategori,sehir,ulke,cihaz_id,ip_adresi,hesap_yasi_gun,is_fraud,islem_kanali,kullanici_ortalama_harcama,dolandiricilik_mi
1e22c6b2-e009,2026-04-09 18:02:32,USR-0406,411.9,Burger King,Gıda,İzmir,Türkiye,de9e3757,111.46.198.240,622,0,Web Sitesi,494.44,0
48504c6b-12cd,2026-04-12 00:24:04,USR-0435,670.81,Samsung,Teknoloji,Adana,Türkiye,697c3923,186.61.8.153,823,0,Hızlı QR,375.9,0
6f721a94-7b49,2026-05-04 00:22:17,USR-0439,477.02,PlayStation Store,Eğlence,Adana,Türkiye,9549c931,51.92.233.224,1207,0,Hızlı QR,352.55,0
08a97c0f-a7fb,2026-04-16 01:52:29,USR-0011,105.07,N11,Alışveriş,Adana,Türkiye,6c307511,57.2.198.5,579,0,API,240.18,0
08087cc4-0c85,2026-04-15 04:34:23,USR-0323,9190.83,Martı,Ulaşım,İzmir,Türkiye,1a432f0a,171.2.59.252,969,1,Mobil Uygulama,247.62,1
76a831c7-7f63,2026-04-24 19:20:31,USR-0319,209.19,Getir Yemek,Gıda,Ankara,Türkiye,b540b30e,153.112.120.88,1870,0,API,341.44,0
53b04133-d0d7,2026-04-21 14:28:13,USR-0356,472.65,Steam,Eğlence,Adana,Türkiye,670acc5c,189.131.224.202,1030,0,API,424.46,0
910aa60d-c063,2026-04-21 04:13:40,USR-0355,312.38,Petrol Ofisi,Yakıt,İstanbul,Türkiye,77fc9703,213.227.4.9,250,0,API,257.65,0
f44c5255-2a07,2026-04-06 06:08:22,USR-0078,201.29,Turkish Airlines,Ulaşım,Bursa,Türkiye,1064005c,113.125.208.105,280,0,API,146.41,0
25ee52db-55a5,2026-04-29 12:44:44,USR-0392,341.26,Yemeksepeti,Gıda,Adana,Türkiye,b495db4e,72.251.88.194,215,0,Mobil Uygulama,366.75,0
f5020e2a-7ecf,2026-04-17 13:07:13,USR-0260,158.99,Samsung,Teknoloji,Adana,Türkiye,0d557b61,124.207.28.9,1665,0,Hızlı QR,171.54,0
025c9425-c557,2026-04-14 15:47:08,USR-0322,419.82,Uber,Ulaşım,Antalya,Türkiye,a34b6cf6,149.243.27.10,1175,0,API,387.03,0
1ac6e2bf-00b3,2026-05-05 17:51:22,USR-0312,242.42,PlayStation Store,Eğlence,İstanbul,Türkiye,be2d740a,22.116.111.78,1421,0,Hızlı QR,233.83,0
a89e4fa6-ae2b,2026-04-16 03:22:39,USR-0217,253.8,MediaMarkt,Teknoloji,Antalya,Türkiye,b227462c,216.192.17.230,50,1,Web Sitesi,475.73,1
fe5e9b1c-875b,2026-05-01 15:58:48,USR-0158,315.69,Turkish Airlines,Ulaşım,İzmir,Türkiye,dfed2c43,140.150.24.17,828,0,Hızlı QR,338.67,0
ccdf1d3e-bb34,2026-04-27 00:12:42,USR-0146,404.15,Hepsiburada,Alışveriş,Ankara,Türkiye,217d65a0,82.146.134.217,1670,0,Mobil Uygulama,489.29,0
0b653f5f-74d9,2026-05-02 01:12:40,USR-0259,397.73,BIM,Market,Ankara,Türkiye,78660765,33.37.132.139,1987,0,Mobil Uygulama,380.21,0
cab5e9f3-f70f,2026-04-25 16:03:14,USR-0266,649.21,Martı,Ulaşım,Antalya,Türkiye,1d48a071,90.180.36.218,698,0,Web Sitesi,350.68,0
9267e278-9bd7,2026-04-28 09:32:22,USR-0055,221.05,Hepsiburada,Alışveriş,Adana,Türkiye,b8db0672,117.10.249.181,1318,0,Mobil Uygulama,184.3,0
4cdf5063-43c3,2026-05-04 13:54:49,USR-0086,171.33,Turkish Airlines,Ulaşım,Adana,Türkiye,93829b43,209.61.29.188,1774,0,Mobil Uygulama,202.69,0
410f71df-945e,2026-04-17 00:49:41,USR-0017,177.64,Getir Yemek,Gıda,Bursa,Türkiye,ec1b8ca1,32.70.52.169,610,0,Web Sitesi,85.46,0
f3b6d5ae-38c7,2026-05-01 15:49:58,USR-0284,526.16,Apple,Teknoloji,Antalya,Türkiye,5cb85aed,173.233.110.84,1423,0,Mobil Uygulama,477.89,0
f5694392-0c3a,2026-04-25 03:59:17,USR-0130,9018.08,Shell,Yakıt,İzmir,Türkiye,5958a499,81.131.59.34,524,1,Web Sitesi,277.43,1
f09e64ef-8bea,2026-05-01 21:05:35,USR-0157,527.11,BiTaksi,Ulaşım,İstanbul,Türkiye,de590698,201.57.141.146,581,0,API,485.1,0
fd267a93-7f23,2026-05-05 00:48:31,USR-0284,9403.63,BP,Yakıt,Antalya,Türkiye,5cb85aed,146.103.86.12,1423,1,Mobil Uygulama,477.89,1
fd414341-ecf6,2026-04-11 12:28:22,USR-0109,221.48,Steam,Eğlence,Antalya,Türkiye,7c967f79,53.7.147.103,1227,0,API,160.8,0
03a35aed-3344,2026-04-14 11:58:06,USR-0446,9745.93,BIM,Market,Adana,Türkiye,b0b862ef,133.25.109.25,296,1,Web Sitesi,233.73,1
7ad866ba-f252,2026-04-21 20:31:23,USR-0393,330.52,Samsung,Teknoloji,Bursa,Türkiye,7b85179a,72.79.233.158,623,0,API,124.86,0
abfbcc17-4ad5,2026-04-18 10:17:22,USR-0151,291.23,N11,Alışveriş,Ankara,Türkiye,093923de,121.75.126.6,231,0,Mobil Uygulama,404.32,0
5c86a6f9-29f5,2026-04-26 14:19:20,USR-0010,438.83,Uber,Ulaşım,İstanbul,Türkiye,c241330b,82.123.88.218,336,0,API,391.46,0
8c76560f-b109,2026-04-20 22:03:27,USR-0016,164.1,Spotify,Eğlence,Adana,Türkiye,759cde66,132.224.226.14,265,0,API,256.74,0
efe5f873-da60,2026-04-13 10:43:24,USR-0139,172.19,Petrol Ofisi,Yakıt,Antalya,Türkiye,27cb6f2a,79.84.207.123,271,0,Hızlı QR,116.64,0
c229a415-cb5f,2026-04-09 02:20:51,USR-0248,136.63,Petrol Ofisi,Yakıt,İzmir,Türkiye,cc530e36,205.110.136.18,1474,1,API,228.49,1
1f16a10e-5668,2026-04-11 09:33:33,USR-0404,413.81,CarrefourSA,Market,Bursa,Türkiye,551ac8ea,15.113.219.128,1397,0,Mobil Uygulama,455.54,0
9d47172c-ab01,2026-04-30 16:34:26,USR-0447,446.31,Trendyol,Alışveriş,İstanbul,Türkiye,4d57d880,124.85.68.59,633,0,Hızlı QR,475.82,0
2d28746a-5a6d,2026-04-23 04:32:40,USR-0438,352.24,Starbucks,Gıda,İstanbul,Türkiye,aee1e86b,44.29.126.107,1387,1,Mobil Uygulama,254.65,1
04aa8f68-b9ae,2026-05-02 08:47:54,USR-0016,348.59,BP,Yakıt,Adana,Türkiye,759cde66,210.195.252.172,265,0,Hızlı QR,256.74,0
290c07eb-5793,2026-04-08 23:22:39,USR-0351,199.42,BIM,Market,Adana,Türkiye,44007d5a,11.27.82.118,500,0,Hızlı QR,323.99,0
a1ae96a0-c1df,2026-04-29 03:11:14,USR-0050,401.36,CarrefourSA,Market,İzmir,Türkiye,f143262f,53.197.133.144,706,1,Web Sitesi,395.87,1
1a8385f9-6eb1,2026-04-24 19:00:53,USR-0179,225.61,Starbucks,Gıda,Bursa,Türkiye,09cb3942,166.112.121.66,10,0,Web Sitesi,296.57,0
a3327e99-9efe,2026-04-16 04:53:24,USR-0002,34.35,BiTaksi,Ulaşım,İzmir,Türkiye,23b8c1e9,18.36.12.167,295,1,API,160.2,1
e9b2af2e-ef0d,2026-04-16 21:39:25,USR-0399,420.18,Trendyol,Alışveriş,Antalya,Türkiye,c9a7d91f,190.166.187.184,1279,0,Web Sitesi,441.88,0
32f9130d-5e6e,2026-04-24 16:40:53,USR-0396,84.66,Opet,Yakıt,Bursa,Türkiye,bf0d073d,209.42.5.77,1097,0,Hızlı QR,115.51,0
5afce6a6-9229,2026-04-27 21:09:01,USR-0167,293.43,Burger King,Gıda,Bursa,Türkiye,61ee411a,87.215.167.20,1905,0,Hızlı QR,50.76,0
01e7719c-d667,2026-04-22 08:07:00,USR-0440,463.38,Shell,Yakıt,Bursa,Türkiye,a34db7c5,195.218.154.214,1935,0,API,420.09,0
983ae235-1891,2026-04-10 00:46:02,USR-0315,299.06,PlayStation Store,Eğlence,Antalya,Türkiye,96ef2ad6,9.221.40.178,155,0,Mobil Uygulama,436.82,0
8db7c020-7e8d,2026-05-04 16:14:04,USR-0025,295.1,Petrol Ofisi,Yakıt,Ankara,Türkiye,29a3b2e9,198.215.56.85,1447,0,Mobil Uygulama,351.58,0
c940e0fa-0850,2026-04-11 16:59:42,USR-0118,248.06,BIM,Market,Antalya,Türkiye,f10c718b,174.137.90.96,553,0,Web Sitesi,145.92,0
6cf6c879-d279,2026-04-17 20:07:38,USR-0271,263.41,Martı,Ulaşım,Antalya,Türkiye,4fa03f26,38.210.28.203,1951,0,Mobil Uygulama,54.57,0
f6cdd0d1-aa31,2026-04-08 13:27:03,USR-0298,112.69,BP,Yakıt,Bursa,Türkiye,989d9d4a,198.97.15.93,1191,0,Web Sitesi,271.29,0
570662ce-47d9,2026-04-24 07:43:00,USR-0019,121.82,Opet,Yakıt,İzmir,Türkiye,e2acf72f,168.38.23.101,1452,0,API,309.81,0
4ef253f5-7f8f,2026-05-01 16:05:19,USR-0272,275.62,Getir Yemek,Gıda,Ankara,Türkiye,edcb8cb6,189.5.22.22,1484,0,Mobil Uygulama,88.53,0
53e7ad02-48ff,2026-04-06 23:57:27,USR-0423,106.7,BiTaksi,Ulaşım,Adana,Türkiye,889b78d5,96.190.158.194,1625,0,API,67.74,0
997bd7bb-9a58,2026-04-12 13:35:03,USR-0456,162.69,Starbucks,Gıda,Ankara,Türkiye,e726be23,169.92.206.232,1956,0,Hızlı QR,249.52,0
c49b9178-43a2,2026-04-11 09:33:47,USR-0005,116.87,BP,Yakıt,İstanbul,Türkiye,17fc695a,39.235.36.133,457,0,Web Sitesi,63.41,0
cce52711-950c,2026-04-14 18:14:21,USR-0228,40.4,Martı,Ulaşım,Antalya,Türkiye,46fde062,67.36.27.0,65,0,API,303.98,0
8cda74ec-c2b8,2026-04-19 07:38:09,USR-0374,367.69,Getir Yemek,Gıda,Bursa,Türkiye,0964fbbf,178.140.153.181,1671,0,Mobil Uygulama,367.35,0
b0c37157-decc,2026-05-02 13:01:48,USR-0218,253.95,Turkish Airlines,Ulaşım,Antalya,Türkiye,8eb22579,6.97.95.212,22,0,Web Sitesi,221.17,0
ee481499-c096,2026-04-10 18:29:19,USR-0377,199.24,N11,Alışveriş,İstanbul,Türkiye,d32e6dcd,90.228.21.145,1987,0,API,106.81,0
bdb85b97-44e0,2026-04-10 09:47:15,USR-0478,175.34,Steam,Eğlence,Bursa,Türkiye,6502d6a2,68.102.92.33,1946,0,Web Sitesi,276.73,0
0106c378-969b,2026-04-10 11:21:27,USR-0295,211.89,BP,Yakıt,İstanbul,Türkiye,7e8adee7,94.134.202.237,1987,0,API,203.32,0
67eedfe9-5c72,2026-04-07 23:01:04,USR-0295,110.78,Apple,Teknoloji,Bursa,Türkiye,7e8adee7,6.29.64.3,1987,0,Mobil Uygulama,203.32,0
e52053b6-8faa,2026-04-13 14:29:46,USR-0246,87.09,Starbucks,Gıda,Antalya,Türkiye,45df16b6,161.79.232.139,648,0,Web Sitesi,61.56,0
eb0cbd6c-a603,2026-04-22 02:41:03,USR-0049,358.62,Uber,Ulaşım,Adana,Türkiye,405cacec,134.165.222.78,1547,1,API,448.15,1
b54a126d-ba8f,2026-04-06 17:05:57,USR-0377,66.0,MediaMarkt,Teknoloji,İstanbul,Türkiye,d32e6dcd,79.69.0.119,1987,0,API,106.81,0
e004c471-85e1,2026-04-25 16:43:22,USR-0449,11.47,BP,Yakıt,Antalya,Türkiye,61a11729,124.192.13.24,939,0,Hızlı QR,111.05,0
6e025590-0f32,2026-04-29 19:27:17,USR-0065,328.99,Apple,Teknoloji,Adana,Türkiye,ce88cb2d,101.198.225.193,1135,0,Mobil Uygulama,263.88,0
5821f077-4aee,2026-04-15 05:43:07,USR-0237,428.41,Uber,Ulaşım,Ankara,Türkiye,d5385b0e,90.86.184.132,1609,1,Web Sitesi,342.56,1
9dcb65be-3fc0,2026-05-03 23:16:40,USR-0042,248.62,Amazon,Alışveriş,Antalya,Türkiye,956269f0,211.253.31.124,1557,0,Hızlı QR,272.08,0
7f67c68a-9af2,2026-04-26 07:04:09,USR-0135,246.28,Shell,Yakıt,Adana,Türkiye,aaf91531,71.85.200.51,29,0,Hızlı QR,242.46,0
40c06d72-bf2d,2026-04-25 13:58:00,USR-0448,42.6,Getir Yemek,Gıda,Bursa,Türkiye,da743152,139.204.133.48,490,0,Mobil Uygulama,102.25,0
3fb00e1b-abc8,2026-05-04 01:27:34,USR-0108,201.73,MediaMarkt,Teknoloji,Ankara,Türkiye,c88a618e,66.146.189.3,1938,0,API,231.7,0
0beba1de-beb0,2026-04-17 02:26:20,USR-0126,96.92,Teknosa,Teknoloji,Antalya,Türkiye,ef8c485b,188.161.137.64,229,1,Mobil Uygulama,101.94,1
f59b39fa-46cb,2026-04-12 08:23:05,USR-0317,577.48,BiTaksi,Ulaşım,Adana,Türkiye,d52721e7,64.46.42.35,1656,0,Mobil Uygulama,315.41,0
b23bbe88-d478,2026-04-16 02:22:45,USR-0076,325.64,Teknosa,Teknoloji,İstanbul,Türkiye,5f987c71,70.216.84.35,155,0,API,436.84,0
25a0f9e2-24f6,2026-04-22 11:10:56,USR-0425,255.55,Martı,Ulaşım,Adana,Türkiye,7cea2045,179.241.157.185,1872,0,Mobil Uygulama,109.14,0
60f41905-693f,2026-04-23 19:06:20,USR-0394,170.38,BIM,Market,İstanbul,Türkiye,74eff545,145.154.168.133,1640,0,Web Sitesi,70.7,0
a292bd6c-db95,2026-04-27 10:05:05,USR-0063,9668.21,Spotify,Eğlence,Adana,Türkiye,7d154385,110.58.53.89,151,1,Mobil Uygulama,268.7,1
dbad54e6-aa75,2026-04-23 00:57:18,USR-0158,366.73,Yemeksepeti,Gıda,İzmir,Türkiye,dfed2c43,200.248.152.78,828,0,Hızlı QR,338.67,0
6ffcc6e5-461e,2026-04-29 16:15:47,USR-0031,605.15,Martı,Ulaşım,İzmir,Türkiye,b02b61c4,64.50.23.166,1599,0,Mobil Uygulama,429.28,0
c8096083-0fb8,2026-04-26 22:17:46,USR-0168,396.3,Spotify,Eğlence,Antalya,Türkiye,787f2425,209.232.46.38,1935,0,Hızlı QR,359.09,0
69d4de06-342e,2026-04-28 03:57:08,USR-0464,533.89,BP,Yakıt,Ankara,Türkiye,5d678bb1,82.97.165.202,1621,0,Web Sitesi,494.97,0
6d1850e9-2d53,2026-04-12 17:23:51,USR-0354,491.2,BP,Yakıt,Ankara,Türkiye,ebd34616,191.36.187.140,1879,0,Web Sitesi,496.52,0
590c3cdc-7455,2026-05-01 14:29:33,USR-0361,401.07,Steam,Eğlence,Bursa,Türkiye,ac9ed156,46.91.48.103,1810,0,Hızlı QR,278.71,0
468ebdf8-dd25,2026-04-27 16:59:43,USR-0325,384.86,BP,Yakıt,İzmir,Türkiye,5738811d,171.143.248.28,1021,0,Web Sitesi,275.21,0
70293dbb-3876,2026-04-18 23:37:32,USR-0193,53.84,Getir Yemek,Gıda,Ankara,Türkiye,8dedf9fb,208.140.117.75,1418,0,Web Sitesi,116.41,0
38080dba-6273,2026-04-17 06:35:34,USR-0195,268.36,Opet,Yakıt,İstanbul,Türkiye,bf85bf0e,196.148.42.47,458,0,API,400.29,0
85a3a473-5eee,2026-04-11 05:25:38,USR-0430,145.34,Samsung,Teknoloji,Ankara,Türkiye,b4323070,120.202.105.203,1698,0,API,165.64,0
cca97f81-8438,2026-04-19 02:09:24,USR-0216,9312.9,A101,Market,Ankara,Türkiye,3805f907,57.214.118.94,807,1,Mobil Uygulama,424.8,1
e282d170-f508,2026-04-06 21:07:24,USR-0419,2838.74,Turkish Airlines,Ulaşım,Bursa,Türkiye,48667469,121.244.80.131,523,1,Mobil Uygulama,135.56,1
cc8ae9ca-930c,2026-05-02 21:12:39,USR-0457,354.95,Yemeksepeti,Gıda,Ankara,Türkiye,2ed5a161,128.55.58.82,213,0,Hızlı QR,434.95,0
c4bbf711-53ce,2026-04-13 03:10:57,USR-0494,196.17,Netflix,Eğlence,Bursa,Türkiye,6b732c7a,128.23.237.217,938,1,Mobil Uygulama,202.52,1
bb8cea35-1bc4,2026-04-29 05:54:02,USR-0250,283.03,Trendyol,Alışveriş,Adana,Türkiye,fb10987f,59.48.184.131,1437,0,API,159.28,0
9610b3cd-459d,2026-04-18 02:06:15,USR-0133,290.97,Martı,Ulaşım,Ankara,Türkiye,4d71c366,103.155.153.190,546,1,Mobil Uygulama,336.7,1
1899598d-5b5c,2026-05-05 02:21:19,USR-0295,199.04,Amazon,Alışveriş,Bursa,Türkiye,7e8adee7,44.143.170.192,1987,0,API,203.32,0
560dcb39-db98,2026-04-17 18:47:00,USR-0441,104.56,Apple,Teknoloji,İzmir,Türkiye,aab612c9,47.111.72.66,488,0,Web Sitesi,98.76,0
6e4a6daa-3a42,2026-05-01 17:51:50,USR-0481,568.65,Teknosa,Teknoloji,Adana,Türkiye,618ae305,202.8.105.177,134,0,Hızlı QR,483.81,0
2312271f-e55b,2026-04-09 14:19:54,USR-0439,127.86,BiTaksi,Ulaşım,Adana,Türkiye,9549c931,112.179.184.26,1207,0,Hızlı QR,352.55,0
fef6f9d7-88f4,2026-04-15 20:16:03,USR-0252,347.63,PlayStation Store,Eğlence,İstanbul,Türkiye,ae53719c,197.195.223.54,1169,0,Hızlı QR,408.3,0
37edae1a-36eb,2026-04-12 11:35:58,USR-0413,249.24,Apple,Teknoloji,Adana,Türkiye,f6febc0e,34.87.234.17,26,0,Mobil Uygulama,228.11,0
68bd47aa-9666,2026-04-18 08:15:58,USR-0398,246.5,Uber,Ulaşım,Ankara,Türkiye,dabac50d,81.242.64.135,171,0,Web Sitesi,126.49,0
35868ed1-e4a2,2026-05-04 11:16:19,USR-0268,220.21,PlayStation Store,Eğlence,Ankara,Türkiye,5e6fea07,79.38.63.162,736,0,Web Sitesi,269.4,0
4014c0f8-ce2f,2026-05-05 14:14:28,USR-0493,65.54,Samsung,Teknoloji,Bursa,Türkiye,b24cc64f,163.219.255.4,477,0,Web Sitesi,253.2,0
8a83e68d-46ee,2026-04-08 00:56:06,USR-0008,357.19,BIM,Market,Adana,Türkiye,6b65a6a4,104.26.9.96,461,0,Mobil Uygulama,295.22,0
cbb474a3-3763,2026-04-29 15:50:21,USR-0468,12.26,Steam,Eğlence,Antalya,Türkiye,5da8d6d2,53.42.233.93,1768,0,Web Sitesi,51.28,0
3ab551e6-9537,2026-04-10 18:05:24,USR-0012,27.92,Burger King,Gıda,Ankara,Türkiye,371ecd7b,216.226.172.28,1573,0,API,146.89,0
ef4589fb-5955,2026-04-05 21:34:51,USR-0021,430.92,Shell,Yakıt,İzmir,Türkiye,a9488d99,60.243.101.194,1761,0,Web Sitesi,493.35,0
bd2898b0-06e2,2026-05-02 21:35:38,USR-0018,309.88,Martı,Ulaşım,Adana,Türkiye,4b0dbb41,65.93.252.48,1774,0,API,328.33,0
282e25e3-d283,2026-04-19 06:10:17,USR-0034,400.44,Netflix,Eğlence,Ankara,Türkiye,ce177b4e,112.185.40.0,1171,0,API,460.91,0
3298d758-3585,2026-04-14 14:28:44,USR-0290,113.59,Burger King,Gıda,Antalya,Türkiye,97ac6aa8,93.126.166.124,103,0,Hızlı QR,106.96,0
9e5f992d-39c2,2026-04-08 20:51:48,USR-0330,567.56,Netflix,Eğlence,Antalya,Türkiye,b9ca5928,214.136.130.28,1576,0,API,477.85,0
c2d6f712-e152,2026-04-23 16:38:31,USR-0473,442.47,Burger King,Gıda,Ankara,Türkiye,77e490c7,59.162.250.245,42,0,Hızlı QR,314.98,0
e6b23125-d568,2026-04-13 08:48:49,USR-0377,171.96,Teknosa,Teknoloji,Antalya,Türkiye,d32e6dcd,110.12.164.14,1987,0,Web Sitesi,106.81,0
8874a1c5-08fe,2026-04-06 06:21:14,USR-0094,11.07,Yemeksepeti,Gıda,Ankara,Türkiye,310c0c00,110.185.199.230,1004,0,Mobil Uygulama,124.84,0
36378db3-2854,2026-04-11 03:54:46,USR-0095,126.04,Shell,Yakıt,Bursa,Türkiye,23e2fcb4,90.144.57.204,831,1,Mobil Uygulama,146.19,1
d006862a-b31e,2026-04-11 03:48:51,USR-0019,309.16,Yemeksepeti,Gıda,İzmir,Türkiye,e2acf72f,109.71.225.195,1452,1,Web Sitesi,309.81,1
98220d58-ff49,2026-04-27 21:19:13,USR-0230,191.66,BiTaksi,Ulaşım,Bursa,Türkiye,709b7d97,11.115.11.247,542,0,Mobil Uygulama,131.78,0
d6315151-9c67,2026-04-27 16:39:50,USR-0305,525.66,Opet,Yakıt,Bursa,Türkiye,6786d506,164.119.128.156,618,0,API,458.83,0
ed1c4d70-36d2,2026-04-21 05:19:30,USR-0293,22.75,Opet,Yakıt,Bursa,Türkiye,c01f36bf,176.164.17.59,35,1,API,96.16,1
c5c65d8a-6022,2026-04-15 10:08:36,USR-0016,264.94,Netflix,Eğlence,Adana,Türkiye,759cde66,9.116.214.92,265,0,API,256.74,0
207495ab-b1cb,2026-05-04 02:51:20,USR-0495,282.92,Netflix,Eğlence,Bursa,Türkiye,e2aa7a5d,215.90.3.33,204,1,API,237.2,1
8f6068e7-1cf8,2026-05-01 19:05:43,USR-0088,397.46,Starbucks,Gıda,Antalya,Türkiye,1825bc54,20.83.181.2,874,0,Mobil Uygulama,251.88,0
e0345e68-89fd,2026-04-08 11:01:34,USR-0381,512.37,Teknosa,Teknoloji,Bursa,Türkiye,71299889,114.5.216.99,1996,0,Mobil Uygulama,441.92,0
dbb9c173-8227,2026-04-17 13:39:20,USR-0013,174.9,BIM,Market,İzmir,Türkiye,1a2a73ed,132.191.63.210,788,0,Hızlı QR,95.99,0
56d00a82-1564,2026-04-17 14:50:04,USR-0209,256.33,Migros,Market,İzmir,Türkiye,9c7c7377,9.127.32.41,1471,0,API,247.94,0
22dcb06c-8c85,2026-04-18 11:59:47,USR-0494,343.57,PlayStation Store,Eğlence,Bursa,Türkiye,965befdf,172.90.38.103,938,0,Mobil Uygulama,202.52,0
348e90ae-d680,2026-04-26 15:48:12,USR-0075,117.47,CarrefourSA,Market,Adana,Türkiye,66245bfa,78.28.204.215,148,0,Hızlı QR,76.49,0
713db204-9ff5,2026-04-10 05:36:41,USR-0095,60.08,Opet,Yakıt,Bursa,Türkiye,23e2fcb4,69.33.74.82,831,1,Mobil Uygulama,146.19,1
46bc55db-ae6c,2026-04-21 12:26:46,USR-0387,513.76,Spotify,Eğlence,Adana,Türkiye,03802b70,199.172.228.150,1565,0,Mobil Uygulama,373.42,0
c7b13265-02f3,2026-04-07 08:22:43,USR-0409,569.51,A101,Market,Ankara,Türkiye,517400f8,65.140.156.99,1757,0,Web Sitesi,499.72,0
c1ef5aef-2a38,2026-04-07 08:49:48,USR-0216,380.5,Martı,Ulaşım,Bursa,Türkiye,3805f907,178.152.17.219,807,0,Hızlı QR,424.8,0
f3fd9e32-7b14,2026-04-09 21:44:48,USR-0334,83.72,Hepsiburada,Alışveriş,İzmir,Türkiye,c693da11,167.6.14.230,1208,0,Mobil Uygulama,131.67,0
c9975b86-0ea7,2026-05-02 01:29:23,USR-0177,384.45,BIM,Market,Bursa,Türkiye,e08596db,129.167.98.31,1858,0,Hızlı QR,354.79,0
610918c9-5016,2026-04-13 03:58:24,USR-0295,249.64,Uber,Ulaşım,Bursa,Türkiye,7e8adee7,146.141.24.121,1987,0,Hızlı QR,203.32,0
8bb7ecee-15c5,2026-04-20 01:50:17,USR-0413,247.84,N11,Alışveriş,Adana,Türkiye,f6febc0e,167.160.226.83,26,0,Hızlı QR,228.11,0
c49acd85-e906,2026-04-19 20:03:58,USR-0131,122.67,N11,Alışveriş,İstanbul,Türkiye,d3090fc5,177.91.212.187,877,0,API,91.53,0
81d42b2f-0a56,2026-04-21 03:26:30,USR-0465,312.34,Steam,Eğlence,Antalya,Türkiye,e8dd5e5a,16.215.13.23,1709,0,Hızlı QR,142.34,0
a97b43bd-00b7,2026-04-08 00:54:25,USR-0337,301.63,Apple,Teknoloji,İzmir,Türkiye,9191b363,121.247.3.221,224,0,Mobil Uygulama,194.48,0
16b44b0c-576b,2026-04-24 05:45:11,USR-0291,318.08,Starbucks,Gıda,İstanbul,Türkiye,3ed8c56c,49.154.230.68,1438,1,API,299.01,1
9020dde2-60b2,2026-05-01 15:00:30,USR-0422,187.85,CarrefourSA,Market,Adana,Türkiye,541cdfcd,90.110.35.204,1295,0,API,93.72,0
3a540890-82fd,2026-04-13 03:23:18,USR-0102,207.38,BIM,Market,İstanbul,Türkiye,680ac07a,197.122.111.150,1120,1,Web Sitesi,310.63,1
2b94906d-d252,2026-04-08 06:33:34,USR-0259,420.0,Starbucks,Gıda,Ankara,Türkiye,78660765,166.1.85.87,1987,0,Web Sitesi,380.21,0
a0011ba6-0a14,2026-04-07 22:15:30,USR-0222,450.63,Burger King,Gıda,Ankara,Türkiye,c1581092,29.3.242.162,568,0,Mobil Uygulama,269.7,0
db247ea2-9a23,2026-04-15 23:42:47,USR-0252,386.5,BiTaksi,Ulaşım,İstanbul,Türkiye,a9ba5a27,157.113.7.13,1169,0,Mobil Uygulama,408.3,0
c5b9cf38-0459,2026-04-23 03:10:03,USR-0390,6388.35,Starbucks,Gıda,Adana,Türkiye,a5d04d53,139.211.54.151,475,1,Mobil Uygulama,464.42,1
cd4f75e6-448f,2026-04-12 00:00:05,USR-0233,6168.74,Starbucks,Gıda,Bursa,Türkiye,269cd696,71.213.146.168,1958,1,Web Sitesi,175.22,1
1fcfcb8e-8750,2026-04-24 21:48:32,USR-0061,72.99,Amazon,Alışveriş,İzmir,Türkiye,f4188f3f,208.40.186.123,503,0,Mobil Uygulama,157.75,0
f64f98b4-4237,2026-04-18 14:16:04,USR-0291,233.8,CarrefourSA,Market,İstanbul,Türkiye,3ed8c56c,213.173.161.72,1438,0,Web Sitesi,299.01,0
e1656eaf-7f9a,2026-05-02 11:19:49,USR-0380,52.06,A101,Market,Bursa,Türkiye,9f64eeed,205.141.4.123,305,0,Mobil Uygulama,56.91,0
8740108c-300c,2026-04-24 05:58:37,USR-0154,128.87,Apple,Teknoloji,Bursa,Türkiye,eededb07,153.148.211.222,1690,1,API,207.35,1
10c69c57-ac49,2026-04-18 21:28:54,USR-0418,373.82,BIM,Market,Antalya,Türkiye,def57689,89.154.244.59,458,0,Web Sitesi,410.87,0
92489bee-858f,2026-04-20 05:20:55,USR-0428,303.85,Getir Yemek,Gıda,Antalya,Türkiye,3a3c8a71,147.174.6.55,759,1,Mobil Uygulama,444.41,1
3e22a676-054d,2026-04-25 16:24:33,USR-0331,421.2,Petrol Ofisi,Yakıt,Adana,Türkiye,b78cbafc,91.147.175.166,1190,0,Hızlı QR,419.64,0
c73e54ab-f5f5,2026-04-16 06:39:15,USR-0159,581.75,Starbucks,Gıda,Adana,Türkiye,bfddc3d9,123.178.26.218,1108,0,Web Sitesi,491.52,0
f209329d-4aa7,2026-04-07 20:59:00,USR-0036,137.26,Opet,Yakıt,Bursa,Türkiye,9132b63e,197.143.60.237,1882,0,Hızlı QR,228.03,0
5fa881b0-c013,2026-04-13 12:00:32,USR-0229,491.17,BP,Yakıt,İstanbul,Türkiye,7c0e8cd8,177.90.173.202,287,0,Hızlı QR,339.24,0
b89b9722-3aa4,2026-04-14 22:51:53,USR-0208,319.15,N11,Alışveriş,Antalya,Türkiye,0bd4a990,149.193.108.192,499,0,Web Sitesi,268.07,0
31116b6a-4b38,2026-05-02 06:39:37,USR-0137,559.83,Uber,Ulaşım,Adana,Türkiye,e0ccedc5,202.11.233.69,1127,0,Web Sitesi,456.77,0
